date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:30:21	346/346	---M--	200	added ('OK')	text/plain	etag:%2215a-5ffbb76edfd5f%22	https://precisionpathlab.com/robots.txt		(from )
16:30:21	73592/73592	---MC-	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2010:59:29%20GMT	https://precisionpathlab.com/	D:/pathology/pathology/precisionpathlab.com/index.html	(from )
16:30:22	28864/28864	---M--	200	added ('OK')	image/png	etag:%2270c0-5fa280da1676b%22	https://precisionpathlab.com/assets/img/pathlab.png	D:/pathology/pathology/precisionpathlab.com/assets/img/pathlab.png	(from https://precisionpathlab.com/)
16:30:22	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Wed,%2020%20Aug%202025%2010:59:31%20GMT	https://www.googletagmanager.com/gtm.js?id=	D:/pathology/pathology/www.googletagmanager.com/gtm.15445.delayed	(from https://precisionpathlab.com/)
16:30:22	1376/1376	---M--	200	added ('OK')	image/png	etag:%22560-5fa280d2394a9%22	https://precisionpathlab.com/assets/img/favicon.png	D:/pathology/pathology/precisionpathlab.com/assets/img/favicon.png	(from https://precisionpathlab.com/)
16:30:22	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5933bb2a7e123%22	https://precisionpathlab.com/assets/img/apple-touch-icon.png	D:/pathology/pathology/precisionpathlab.com/assets/img/apple-touch-icon.png	(from https://precisionpathlab.com/)
16:30:24	71756/71756	---M--	200	added ('OK')	text/css	etag:%221184c-5fa280e05554f%22	https://precisionpathlab.com/assets/vendor/animate.css/animate.min.css	D:/pathology/pathology/precisionpathlab.com/assets/vendor/animate.css/animate.min.css	(from https://precisionpathlab.com/)
16:30:24	102033/102033	---M--	200	added ('OK')	text/css	etag:%2218e91-5fa2811d33470%22	https://precisionpathlab.com/assets/vendor/fontawesome-free/css/all.min.css	D:/pathology/pathology/precisionpathlab.com/assets/vendor/fontawesome-free/css/all.min.css	(from https://precisionpathlab.com/)
16:30:24	68028/68028	---M--	200	added ('OK')	text/css	etag:%22109bc-5fa28116b665d%22	https://precisionpathlab.com/assets/vendor/boxicons/css/boxicons.min.css	D:/pathology/pathology/precisionpathlab.com/assets/vendor/boxicons/css/boxicons.min.css	(from https://precisionpathlab.com/)
16:30:24	97627/97627	---M--	200	added ('OK')	text/css	etag:%2217d5b-5fa280f6ba746%22	https://precisionpathlab.com/assets/vendor/bootstrap-icons/bootstrap-icons.css	D:/pathology/pathology/precisionpathlab.com/assets/vendor/bootstrap-icons/bootstrap-icons.css	(from https://precisionpathlab.com/)
